codigo;nombre
PX-660;RESISTENCIA A TEMPRANA EDAD CON AIRE INCORPORADO.PLANTA LA SERENA.
PX-661;COMPARACION GRAVILLAS H.DREYER V/S EL WAY.PLANTA ANTOFAGASTA.
PX-662;HORMIGONES HELICOPTERO- EDAD TEMPRANA
PX-663;NUEVOS  ADITIVOS DE SIKA
PX-664;INFLUENCIA SOBRE RESISTENCIAS AGUAS PLANTA CONCEPCION
PX-665;SHOTCRETE METRO REGION METROPOLITANA (MENDES JUNIOR)
PX-666;COMPARACION CEMENTOS MELON
PX-667;PAVIMENTO POROSO : VARIABLES QUE IMPACTAN EN LA MEDICION DEL ESFUERZO DE RUPTURA
PX-668;COMPARACIÓN ARIDOS COGUTSA  (PLANTA QUYILICURA)  v/s ÁRIDOS  ARI-2  (LA FLORIDA)
PX-669;MORTERO  DE PEGA COSTANERA – DISTINTAS ARENA CORRECTORAS
PX-670;I REVISION DE SUPERPLASTIFICANTES ADICEM, SIKA v/s R-1000
PX-671;IMPACTO EN RESISTENCIAS A COMPRESION POR USO ALTERNATIVO DE ARIDOS GRUESOS PEDREGAL / ALTIKON, EN MEZCLAS PARA PLANTA LOS ANGELES
PX-672;MANTENCION DE TRABAJABILIDAD. REVISIÓN DEL IMPACTO DE VARIABLES : DOSIS DE CEMENTO, DOSIS DE AGUA, ASENTAMIENTO DE CONO DE PREPARACIÓN,  MEZCLAS ADITIVOS BASE + SUPERPLASTIFICANTE, TIPO DE SUPERPLASTIFICANTE
PX-673;EVALUACION DE DESGASTE DE MEZCLAS CEMENTICIAS
PX-674;EVALUACION DEL REEMPLAZO DE CEMENTO POR CUARCITA Y CARBONATO DE CALCIO, PROVEEDOR MINERA ZOTTI
PX-675;COMPARACIÓN DEL IMPACTO EN EL TONO DE DISTINTOS DIÓXIDOS DE TITANIO Y EN DISTINTAS DOSIS. PROVEEDORES : BARCELONA  : (TRONOX), ENGEL S.A. : R-902 (DUPONT)
PX-676;USO DE ARENA INDUSTRIAL TRANSEX COMO REEMPLAZO DE ARENA PRINCIPAL EN MEZCLAS PARA REGION METROPOILITANA
PX-677;CERTIFICACION AUTOCOMPACTANTE VEI
PX-678;HORMIGON FLEXOTRACCION CON ARIDO CANTO RODADO
PX-679;HORMIGONES PLANTA VALDIVIA  - COMPARACION ARENA SOCOVESA - MONTORY V/S POZO ADAMA
PX-680;INFLUENCIA RELACION ARENA FINA CONCEPCION
PX-681;PAVIMENTO POROSO RESISTENCIAS V/S COMPACTACION
PX-682;HORMIGONES FLEXOTRACCIÓN HF4.9 RMIN  PARA AEROPUERTO 
PX-683;PAVIMENTO POROSO RESISTENCIAS V/S COMPACTACION FLEXOTRACCION
PX-684;SHOTCRETE LOS BRONCES – TIEMPO DE VIAJE DE 2  Y 5 HORAS
PX-685;COMPARACION PIGMENTO 917 LO V/S PIGMENTO 917 LO-M
PX-686;PAVIMENTO POROSO - 20% DE HUECOS
PX-687;HORMIGONES PLANTA LA LIGUA - 4 HORAS DE RETARDO
PX-688;COMPARACION GRAVILLA ARI-2 V/S LO ECHEVERS
PX-689;HORMIGON HC300902008 M32 – ESTUDIO RETRACCION Y RESISTENCIA. MEZCLAS CON DIOXIDO DE TITANIO – EDIFICIO GLAMIS.
PX-690;ARENAS INTEGRALES DE REEMPLAZO CONCEPCION
PX-691;NUEVA GRAVILLA ARI2 5-19 MM PLANTA LA FLORIDA
PX-692;PAVIMENTO PARA LAVADO CON APLICACIÓNDE RETARDADOR SUPERFICIAL
Px-693;COMPARACION CEMENTO MELON V/S IMPORTADOS – DISTINTAS DOSIS DE CEMENTO
PX-694;MORTERO FLUIDO POBRE TIPO AUTOCOMPACTANTE, BAJA DOSIS DE CEMENTO
PX-695;HORMIGON FLEXOTRACCION PARA DISPUTADA
PX-696;SENSIBILIDAD ADITIVOS  PLASTIFICANTE REDUCTOR
PX-697;ADITIVOS REDUCTORES DE AGUA SIKA
PX-698;ESTUDIO DURMIENTES – OSORNO – HORMIGON ALTA RESISTENCIA CON AIRE Y MICROSILICA
PX-699;PRUEBAS CON MOLDAJES – DIOXIDO DE TITANIO DOSIS DE CEMENTO
PX-700;ARIDOS BESALCO – REEMPLAZO CONCEPCION
PX-701;HORMIGON FLUIDO MEJORADO
PX-702;DISEÑO DE HORMIGONES PARA PUNTA ARENAS, CEMENTO COMODORO RIVADAVIA CPN40, ARIDOS LOSER, ADITIVO P-121 Y MICRO-AIR.   CONFECCIONADOS EN LABORATORIO TECNOVIA – PUNTA ARENAS.
PX-703;DATOS PARA CAMPAÑA BUENAS PRACTICAS PREMIX
PX-704;REVISION ECUACION DE DISEÑO
PX-705;ARENA CHANCADA REEMPLAZO, MEGARIDOS BUIN 6 (SERVINOR NOS)
PX-706;COMPARACION CEMENTOS BIO BIO  V/S MELON
PX-707;HORMIGÓN PARA PROYECTO PARANAL
PX-708;HORMIGÓN COLOR CON ENDURECEDOR SIKAGUARD – PLANTA TEMUCO
PX-709;EVALUACION ARIDOS QUINTAY V/S SANTA LAURA
PX-710;REVISION ARIDOS ALTERNATIVOS REGION METROPLITANA
PX-711;SENSIBILIDAD PIGMENTO BAYER OXIDO DE CROMO EN LA RESISTENCIA
PX-712;CEMENTO MELON PREMIX MODIFICADO – SENSIBILIDAD DOSIS ADITIVOS P-121 Y PROPLASTIC 100 RS – WRDA-PX
PX-713;DURABILIDAD HORMIGON  COLOR, RESISTENCIAS A 1, 2, 3, 4 Y 5 AÑOS.
PX-714;HORMIGON H60 SALAMANCA
PX-715;CERTIFICACION DE PRODUCTOS : AGILIA VERTICAL, AGILIA HORIZONTAL, AGILIA FORCE
PX-716;NUEVA SERIE ADITIVOS VISCOCRETE 5000 – APLICACIÓN  DE PRODUCTOS AGILIA
PX-717;HORMIGON COLOR CON NUEVO PROVEEDOR : MERANOL
PX-718;HORMIGON COLOR -  NUEVA CARTILLA DE COLORES
PX-719;RETRACCION AGILIA
PX-720;ARENA SOMINCA UNICA  - PRUEBAS COMO REEMPLAZO DE ARENAS PLANTA PEÑALOLEN
PX-721;MICROCONCRETE
PX-722;COMPARACION CEMENTOS BIO-BIO TALCAHUANO V/S MELON
PX-723;LA SERENA -  COMPARACION ÁRIDOS RING XIN LI V/S CARANDAY
PX-724;COMPARACIÓN DESARROLLO DE RESISTENCIAS ARIDOS MEGARIDOS-NOS v/s SANTA LAURA Y AGUA SANTA
PX-725;COMPARACIÓN RESISTENCIA A COMPRESIÓN PROBETA CÚBICA MOLDEADA v/s COMPRESIÓN DE TESTIGO.   VARIABLES : DIAMETRO TESTIGO, NIVEL DE RESISTENCIA, TAMAÑO MAXIMO DEL ARIDO. ESBELTEZ DE TESTIGOS : 2.0
PX-726;ADITIVOS ULMEN : RDA-5,  RTF-100 A,  RTF-100 B
PX-727;HORMIGON PARA PREFABRICADOS DE ALTAS RESISTENCIAS INICIAL Y FINAL
PX-728;CERTIFICACION DE PRODUCTOS : RDC,-1, RDC-2, RDC-3, DRENCRET Y PEGAMIX
PX-729;RETRACCIÓN MEZCLAS SCC. VARIABLES A MODIFICAR : TOTAL DE FINOS, DOSIS DE CEMENTO, AGUA LIBRE.
PX-730;RETRACCION EN HORMIGON BLANCO : IMPACTO DE VARIABLES COMO DOSIS DE CEMENTO Y CONTENIDO DE DIOXIDO DE TITANIO
PX-731;PRESENTACION AGILIA VERTICAL Y HORIZONTAL VISITA JHON McCABE
PX-732;INVESTIGACION, HORMIGONES SIN USO DE ARENA CORRECTORA
PX-733;CEMENTOS POLPAICO MEJILLONES v/s INACESA A.R. Y MELON
PX-734;HORMIGONES PLANTA ESPEJO CON MENOR CONTENIDO DE ARENA CORECCTORA
PX-735;USO DE U-SILICE – PROVEEDOR ULMEN
PX-736;USO DE SLUMP KEEPING – PROVEEDOR SIKA – MANTENCION DE TRABAJABILIDAD
PX-737;ARIDOS ARI-2 : PLANTA ARI-2 RIO MAIPO, EL TREBAL (RIO MAPOCHO)
PX-738;EVALUACION ARIDOS COMBINACION  DREYER –  EL WAY V/S DREYER
PX-739;COMPARACION DE RESISTENCIA A COMPRESIÓN DE HORMIGONES, POR EFECTO DE USO DE ARIDOS DE DISTINTA PROVISIÓN  EN REGIÓN METROPOLITANA : BETONSERVICE, NOS, AGUA SANTA, SOMINCA
PX-740;REVISION COMPORTAMIENTO AGILIA – ARIDOS PLANTA LA FLORIDA
PX-741;DISEÑO PARA CALAMA PROYECTO SPENCER
PX-742;HORMIGON POBRE PARA RELLENO
PX-743;COMPARACION ARIDOS PLANTA VIÑA DEL MAR  MEGARIDOS CON-CON V/S CONOVIA
PX-744;RDC PLANTA PUERTO MONTT
PX-745;PEGAMIX PLANTA PUERTO MONTT
PX-746;SENSIBILIDADES VARIAS AGILIA
PX-747;ARIIDOS QUINTAY QUILAPILUN V/S STA. LAURA – MEGARIDOS NOS
PX-748;RDC REGION METROPOLITANA
PX-749;RDC PUNTA ARENAS
PX-750;ADITIVOS ESPUMIGENOS: POROFLEX V/ S  ELASTOFOAM S-55
PX-751;CERTIFICACION AUTOCOMPACTANTE IQUIQUE
PX-752;ARIDOS EL BOLDAL V/S ALTIKON - PLANTA CONCEPCION
PX-753;AGILIA MICROCONCRETE
PX-754;AGILIA: COMPARACION CEMENTOS MELON
PX-755;HORMIGON  COLOR NEGRO 318 AL  4 ,6 Y 8 %  DOSIFICACION HC350902010
PX-756;HORMIGON  CON GRAVIILLA CHANCADA A LA VISTA
PX-757;HORMIGÓN FLUIDO HN30.0(90)20/F, CON DISTINTAS COMBINACIONES ADITIVOS PLASTIFICANTES Y SUPERPLASTIFICANTES. ADITIVOS A EMPLEAR : P-121 Y R-1000 DE MBT,  WRDA-PX Y DARACEM 109 DE GRACE, MX-1390 Y SIKAMENT PREMIX DE SIKA.
PX-758;CEMENTO ALUMINOSO MODIFICADO CMB, PRUEBAS LEANDRO SAMPAIO
PX-759;CEMENTO COMODORO CPN-40 Y CPE-40, PLANTA PUNTA ARENAS
PX-760;COMPARACION ARENA FINAS TEMUCO – CURANADU V/S COSAL
PX-761;FABRICACION DE PANELES DE HORMIGON HB40.0(90)20/12 CON DIÓXIDO DE TITANIO EN DOSIS DE 0, 8 Y 12 % Y CON PLACAS EN MOLDE TIPO : FENOLICA Y MELAMINA
PX-762;AGILIA – SOLUCIÓN A CEMENTOS ESPECIFICOS : D. ALB, COMBINACION D. ALB + MELON EXTRA, POLPAICO ESPECIAL, INACESA A.R. Y BIO-BIO TENO
PX-763;AGILIA -  CONTROL CEMENTO MELON PREMIX Y MELON EXTRA
PX-764;HORMIGONES PARA PLANTA  HIJUELAS – TRAMAQ V/S LAS GARZAS
PX-765;HORMIGON FLUIDIA PLANTA PUCHUNCAVI
PX-766;FIBRA DE PROPILENO FITESA
PX-767;HORMIGON AUTOCOMPACTANTE PLANTA ANTOFAGASTA
PX-768;HORMIGON PUERTO PATACHE (COLLAHUASI) CON ADITIVO INHIBIDOR DE CORROSION. IMPACTO EN RESISTENCIA. ADITIVOS INHIBIDORES DE CORROSION : SIKA FERROGARD 901, 
PX-769;ESTUDIO ARENAS INACESA EL WAY  ANTOFAGASTA – ALTO CONTENIDO DE FINOS 
PX-770;ESTUDIO ARIDOS PLANTA YUNGAY 
PX-771;CORRELACION RESISTENCIA AGILIA V/S MC VARIOS CEMENTOS
PX-772;NUEVA ARENA CORRECTORA  BALMACEDA LA PUNTILLA – PLANTA ESPEJO
PX-773;ARIDOS GUERRICO V/S MEGARIDOS CACHAPOAL
PX-774;ARIDOS SOMINCA V/S SANTA LAURA
PX-775;COMBINACION CEMENTOS MELON
PX-776;CONTROL DE CEMENTOS EN MC: PROTOCOLO DE CONTROL PARA CEMENTOS - AGILIA
PX-777;REVISION ADITIVO  GLENIUM GR4 EN AGILIA
PX-778;LA SERENA – SERIE HN PARA ARIDOS RIN XIN LI
PX-779;COMPARACIÓN EN DESARROLLO DE RESISTENCIA POR USO DE ARIDOS COINFRA Y AGUA SANTA
PX-780;AUTOCOMPACTANTE – SENSIBILIDAD  DOSIS DE CEMENTO EN MANTENCION DE SLUMP FLOW  Y O-FUNNEL  - SUMATORIA DE CEMENTO  + FILLER = 500 KG. SLUPM FLOW IONICIAL : 80 CM.
PX-781;AGILIA – COMPARACION PATRON V/S  BANDA MEDIA, GRUESA Y FINA TOOLS BOX
PX-782;AGILIA - VISITA FREDERIC GUIMBAL
PX-783;HN500952010 02 - PLANTA ANDINA
PX-784;COMBINACION DE CEMENTO MELON SUPER Y 50/50
PX-785;SELECCIÓN TIPO DE ADITIVO Y DOSIS RESPECTIVA PARA COMBINACION DE CEMENTOS MELON ESPECIAL Y MELON EXTRA Y APLICACIONES VARIAS
PX-786;DOSIS DE ADITIVO RETARDADOR PARA HORMIGON CON TIEMPO DE VIAJE DE 2 HORAS HN30.0(90)40/10 02 - POR USO DE CEMENTO COMBINADO MELON ESPECIAL Y MELON EXTRA
PX-787;CEMENTO MELON ESPECIAL PARA USO EN MEZCLAS SELF COMPACTING CONCRETE
PX-788;DOSIS DE ADITIVO SUPERPLASTIFICANTE PARA HORMIGON FLUIDO HN30.0(90)20/F - POR USO DE CEMENTO COMBINADO MELON ESPECIAL Y MELON EXTRA
PX-789;REVISION DEL IMPACTO EN RESISTENCIA POR USO DE ARIDOS HUECHURABA - FE GRANDE
PX-790;HORMIGON AUTOCOMPACTANTE CON CEMENTO MELON ESPECIAL
PX-791;ADITIVOS PARA MEJORAR TRABAJABILIDAD DE HORMIGONES
PX-792;REVISION DEL IMPACTO DE ADITIVOS HIDROFUGOS EN LA PERMEABILIDAD DEL HORMIGON
PX-793;ESTUDIO EFECTO VARIACION T4 Y MF EN RESISTENCIA MECANICA DEL HORMIGON
PX-794;VERIFICACION DISEÑO RDC-2B
PX-795;PEGAMIX PUNTA ARENAS
PX-796;ARIDOS AGREP PARA HUECHURABA
PX-797;COMPARACION ARIDOS PLANTA IQUIQUE - SAGASCA V/S CARIQUIMA
PX-798;REVISION FILLER MEGA EN HORMIGON AUTOCOMPACTANTE
PX-799;HORMIGONES AUTOCOMPACTANTES - REVISION DE SLUMP FLOW INICIAL PARA ALTAS DOSIS DE CEMENTO
PX-800;MUESTRAS HORMIGON COLOR EN DIFERENTES PLACAS FENOLICAS, APLICACIÓN PARA EDIFICIO BOX
PX-801;CONFECCION DE MUESTRAS DE DRENCRET, PARA MEDICION DE PERMEABILIDAD K
PX-802;USO DE FILLER CARBONATO DE CALCIO MEGARIDOS CON-CON EN HORMIGONES NORMALES
PX-803;COMPARACION DE RESISTENCIA POR CAMBIO DE ARENAS LAS GARZAS v/s MEGA CON-CON EN PLANTA VILLA ALEMANA
PX-804;CONFECCION DE MUROS DE PRUEBA HORMIGON COLOR PARA ARQTO. MATIAS KLOTZ, OBRA V REGION
PX-805;SHOTCRETE PROYECTO QUILLECO - ADITIVOS GRACE : DARATARD 9, DARACEM 109, GRACE RAPID 258
PX-806;COMPARACION COMBINACION DE ARIDOS GRUESOS LAFARGE COINFRA - HUECHURABA - QUILLAYES
PX-807;CERTIFICACION FLUIDIA
PX-808;REVISIÓN DEL IMPACTO EN RESISTENCIA A COMPRESIÓN POR USO DE ANTIGUOS ACOPIOS DE ARENA Y GRAVILLA POZO 500
PX-809;COMPARACION GRAVILLA PETREOS PTE MAIPO V/S GRAVILLA FERRER
PX-810;HORMIGON CELULAR - COMPARACION MAQUINAS GENERADORAS DE ESPUMA - USO ADITIVO POROFLEX
PX-811;PEGAMIX REGION METROPOLITANA
PX-812;HORMIGON LIVIANO CON PERLITAS, SOLUCIÓN PARA RESISTENCIA A LA COMPRESIÓN DE 80 kg/cm2
PX-813;HORMIGON HF046(90)40/04 AC050 DM PARA PLANTA IQUIQUE
PX-814;HORMIGON HN30,0(90)20/15 RETARDO EN PLANTA LA FLORIDA
PX-815;CARACTERIZACION CEMENTO COMODORO CPE40 V/S CEMENTO MELON PREMIX
PX-816;PEGAMIX PUNTA ARENA - CEMENTO COMODORO CPE40 - ARENA FERNANDEZ
PX-817;CEMENTO MELON ALBAÑIL - USO DE ADITIVO RETARDADOR PP100RS PARA MEJORAR MANTENCION DE TRABAJABILIDAD
PX-818;CARACTERIZACION ADITIVOS EN USO - INICIO  Y TERMINO DE FRAGUADO - RESISTENCIA TEMPRANA
PX-819;HORMIGON HN50(90)20/F PLANTA ANDINA - TIEMPO DE VIAJE DE 2 HORAS.
PX-820;MORTEROS PREDOSIFICADOS DEL MERCADO
PX-821;MORTEROS DE PEGA - USO ADITIVOS MORTARD-M (GRACE): SIKA RETARDER 115 Y POZZOLITH LA-3 (MBT)
PX-822;COMPARACIÓN ÁRIDOS LAS GARZAS V/S MEGARIDOS CON-CON
PX-823;CARACTERIZACIÓN DE ARENAS INDUSTRIALES CON ALTO CONTENIDO DE MICROFINOS
PX-824;CONTROL DE ADITIVOS Y CEMENTO EN MICROCONCRETE
PX-825;ADITIVOS RETARDADORES EN MORTERO PEGAMIX
PX-826;COMPARACIÓN ÁRIDOS SOMINCA QUILLAYES V/S STA. LAURA
PX-827;SOLUCIÓN PRODUCTO TREBOL - VIÑA. USO DE ACELERANTES POZZOLITH 122-HE Y POZZOLITH S-55
PX-828;PEGAMIX PLANTA LA SERENA
PX-829;HORMIGONES  DE RESISTENCIA MODERADA - RAZON AGUA CEMENTO  IGUAL Y MAYOR A 0,40 
PX-830;CEMENTO PREMIX V/S MELON EXTRA V/S CEMENTO TAHILANDES
PX-831;AGUA LIBRE PARA MICROCONCRETE
PX-832;ADITIVOS REDUCTORES EN HORMIGONES CON TIEMPO DE VIAJE
PX-833;DESARROLLO RESISTENCIA HORMIGONES NORMALES
PX-834;PEGAMIX CON INCORPORACION DE SIKA-1
PX-835;PEGAMIX ARENA TRICAM LA LIGUA
PX-836;PEGAMIX R. METROPOLITANA - USO ARENA ARITEC
PX-837;MORTERO SUPERFLUIDO
PX-838;HORMIGON CON/SIN ADICION DE RESINA VEGETAL PINAKRIL
PX-839;REVISION DE ECUACION DE DISEÑO PARA CEMENTOS COMERCIALES EN EL PAIS
PX-840;HF 4.9(00)40/06 ARIDOS ARITEC PLANTA AEROPUERTO
PX-841;HORMIGONES COYHAIQUE
PX-842;CONTRASTACION DE PRENSAS REGION METROPOLITANA
PX-843;DISEÑO DE HORMIGONES PLANTA LOS ANDES
PX-844;HORMIGONES PARA PLANTA TEMUCO - USO DE CEMENTO AVELLANEDA
PX-845;HORMIGONES TRANQUE EL MAURO
PX-846;HORMIGON H-70 PARA PLANTA ANDINA
PX-847;PEGAMIX QUINTA REGION - USO DE ARENA SAN JUAN RODADA
PX-848;SHOTCRTE SECO - ANTOFAGASTA - USO DE ACELERANTE EN POLVO GRACE RAPID 251
PX-849;PEGAMIX - USO DE CEMENTO BIO BIO ESPECIAL
PX-850;REVISIÓN APTITUD ARENA TIL-TIL, PLANTA DE REFERENCIA HUECHURABA
PX-851;ESTUCOMIX REGION METROPOLITANA
PX-852;CERTIFICACION SHOCRETE CON FIBRA DE ACERO - TIEMPO DE VIAJE
Px-853;HORMIGON COLOR ARENA - PLANTA SAN FERNANDO
Px-854;CEMENTO LOMA NEGRA PARA PLANTA TEMUCO
Px-855;CONTRASTACION EN FLEXOTRACCION LABORATORIOS PUERTO MONTT 
Px-856;COMPARACION CORRECTORAS  ARITEC V/S LIQ- MAC
Px-857;COMPORTAMIENTO DE FLUIDIA CON USO DE NUEVOS ADITIVO:SIKA, GRACE, MBT.
Px-858;REVISION NUEVOS ADITIVOS DE SIKA: PLASTOCRETE MX-1392: PLASTOCRETE MX-1693
Px-859;COMPARACION GRAVILLA FERRER V/S GRAVILLA SANTA LAURA, DOSIFICACION HB30 ESPEJO
Px-860;ADITIVO PARA CEMENTO BIO BIO ESPECIAL (TALCAHUANO), P-121 (MBT), DARATARD-31  (GRACE) , PLASTIMIX 400 R Y PLASTIMIX 300 (SIKA)
Px-861;MEJORAMIENTO PRODUCTO H10
Px-862;SANTA LAURA V/S QUINTAY 
Px-863;ESTUDIO DE LA VARIACION DEL MODULO DE FINURA EN EL PEGAMIX
Px-864;HORMIGON FLUIDO SIN  ADITIVO SUPERPLASTIFICANTE
Px-865;REVISION DE MICROSILICES DEL MERCADO: GRACE - MBT - SIKA
Px-866;REVISION DISEÑO GR450901306- USO DE ADITIVO VISCOCRETE-5000
Px-867;GR350(90)2016-07 02 PLANTA OVALLE
Px-868;SHOTCRETE - USO DE ACELERANTE GRACE RAPID 258 AF
Px-869;HORMIGON PESADO - USO DE ARIDOS ROMERAL
Px-870;PEGAMIX - USO DE ARENA MEGARIDOS CON CON RODADA
Px-871;PEGAMIX - USO DE WALOCEL 40000
Px-872;HORMIGON COLOR HC200(90)13F T310-T320
Px-873;COMPARACION ARIDOS GRUESOS INACESA V/S H. DREYER
Px-874;HORMIGON HN200(90)20/08 FWOOD
Px-875;REPOTENCIAMIENTO MINERA LOS PELAMBRES
Px-876;ARENA CORRECTORA ALTERNATIVA PLANTA PEÑALOLEN
Px-877;COMPARACION SANTA LAURA V/S SANTA GLORIA
Px-878;MORTERO SECO PLANTA IQUIQUE
Px-879;RDC - USO DE WALOCEL 40000
Px-880;HORMIGON SECO PLANTA IQUIQUE
Px-881;MEJOR COMBINACION ARENA COSAL GRUESA MF3,57 - ARENA CURANADU FINA
Px-882;HORMIGONES  CON USO DE VISCOCRETE 5000 VARIABLE, EN DOSIFICACION CON AGUA LIBRE FIJA
Px-883;HORMIGON PARA ABENGOA - RETARDO 3 HORAS, TIEMPO VIAJE 2 HORAS
Px-884;FLUIDIA - USO DE WALOCEL 40000
Px-885;COMPARACION ARENA CORRECTORA JOSE CATALAN V/S LAFARGE TIL TIL PARA PLANTA COLINA
Px-886;REVISION COMPORTAMIENTO NUEVO CEMENTO - SENSIBILIDAD EN DOSIS DE ADITIVO
Px-887;REVISION  COMPORTAMIENTO  CEMENTO POLPAICO 400
Px-888;POLPAICO 400 - PRODUCTOS ESPECIALES
Px-889;ARENAS ALTERNATIVAS PLANTA TEMUCO
Px-890;SOLUCION FLUIDIA - USO CEMENTO POLPAICO 400
Px-891;NUEVA ARENA MANUFACTURADA SIN LAVAR 
Px-892;SELECCIÓN DE ADITIVOS PARA POLPAICO 400
Px-893;MOLDAJE DESLIZANTE ESSBIO
Px-894;USO DE ARENA BALMACEDA EN PEGAMIX
Px-895;DETERMINACIÓN DEL MEZCLA PARA TONO RESISTER
Px-896;DEMANDA DE AGUA LIBRE PLANTA ANTOFAGASTA - HB 30.0(80)20/08
Px-897;COMPARACIÓN ARENA CURANADU FINA VS RAMADILLA 
Px-898;COMPARACIÓN MIX LAFARGE-CF VS MIX POZO 500 SN BDO
Px-899;FLUIDIA, COMPARACIÓN DE ADITIVOS SUPERPLASTIFICANTES GR14 (DEGUSSA) V/S VISCOCRETE 5000
Px-900;REVISIÓN ADITIVOS GRACE
Px-901;COMPARACIÓN GRAVILLA COSAL VS GRAVILLA COSAL ALTERNATIVA 
Px-902;COMPARACION HORMIGON FLUIDO ( V-5000 V/S R-1000)
Px-903;FlUIDIA, REVISION DE ARIDOS PLANTA LA FLORIDA
Px-904;PAVIMENTO POROSO
Px-905;PEGAMIX: USO DE ARENA CARANDAY 
Px-906;FLUIDIA: USO DE GRAVILLA CHANCADA
Px-907;COMPARACIÓN MIX STA. LAURA VS MIX PETREOS PTE MAIPO: USO ARENA SEMI INDUSTRIAL PETREOS
Px-908;PROYECTO VALLENAR
Px-909;FLUIDIA, REVISIÓN  ÁRIDOS DE LA LIGUA
Px-910;HORMIGÓN AUTOCOMPACTANTE CON GRAVILLA 13 MM CHANCADA
Px-911;PROYECTO PUERTO SAN ANTONIO
Px-912;USO DE RHEOCRETE 222: ADITIVO INHIBIDOR DE CORROSIÓN IMPACTO EN RESISTENCIA
Px-913;USO DE FIBRA MASTERFIBER 50 PS: IMPACTO EN LA RESISTENCIA
Px-914;COMPARACIÓN ÁRIDOS POZO SAN BERNARDO V/S ÁRIDOS REGIÓN METROPOLITANA
Px-915;CERTIFICACION FLUIDIA PLANTA LA LIGUA
Px-916;HORMIGON ALTA RESISTENCIA A 12 HORAS
Px-917;PROYECTO TITANIUM 
Px-918;PEGAMIX: USO DE ARENA TRAMAQ
Px-919;COMPARACION GRAVILLA POZO PARDO V/S INACESA EL WAY: PLANTA ANTOFAGASTA
Px-920;PEGAMIX: USO DE ARENA CARLOS TAPIA
Px-921;PAVIMENTO TRANSANTIAGO
Px-922;PEGAMIX: USO DE ARENA SAN JUAN
Px-923;PEGAMIX :SENSIBILIDAD DOSIS ADITIVO RETARDADOR PARA TIEMPO FRIO
Px-924;COMPARACION ARENA CURANADÚ FINA, ANTE CAMBIO DE MF
Px-925;MORTERO SECO: PLANTA ANTOFAGASTA
Px-926;HORMIGONES CON ARENA CUARZO- LOS PELAMBRES
Px-927;COMPARACIÓN ÁRIDOS POZO LOS MORROS V/S ÁRIDOS REGIÓN METROPOLITANA
Px-928;DETERMINACIÓN ECUACIÓN DE DISEÑO FREIRINA
Px-929;FLUIDIA SALAMANCA
Px-930;MORTERO PEGAMIX  SUPER - RETARDADOS
Px-931;PEGAMIX: USO DE ARENA EL BOCO
Px-932;SHOTCRETE SECO MICHILLA SH5260010S FIP
Px-933;HORMIGON ALTA RESISTENCIA A 14 HORAS: R12 HR 70 KGF/CM2
Px-934;FLUIDIA PARA PUERTO MONTT - SENSIBILIDAD DOSIS DE CEMENTO
Px-935;FLUIDIA PARA CONCEPCION - SENSIBILIDAD DOSIS DE CEMENTO
Px-936;COMPARACIÓN ÁRIDOS TRANSVEG V/S SANTA LAURA
Px-937;REVISIÓN DE CRITERIOS DE DISEÑO CON ARENA MANUFACTURADA SIN LAVAR (AMSL)
Px-938;PEGAMIX CONCEPCIÓN
Px-939;REVISION DE ECUACION DE DISEÑO PARA CEMENTOS COMERCIALES EN EL PAIS
Px-940;CONTRASTACIÓN REGIÓN METROPOLITANA 2006
Px-941;RESISTENCIA A TEMPRANA EDAD CON CMB
Px-942;COMPARACIÓN ÁRIDOS INACESA EL WAY V/S TRANSVICH
Px-943;FABRICACIÓN DE MEZCLAS PARA DURMIENTES GRAU
Px-944;FABRICACIÓN DE LOSAS DE SOPORTE PARA PIEDRA VISTA
Px-945;MORTERO FLUIDO MINERA LOS PELAMBRES
Px-946;MORTERO SOBRELOSA ACUSTICO
Px-947;COMPARACIÓN DE ÁRIDOS CON GRAVA SEMOT
Px-948;COMPARACIÓN ÁRIDOS EL BOLDAL V/S CANTARUTA
Px-949;COMPARACIÓN ARIDOS QUINTAY V/S RM- ZONA NORTE
Px-950;COMPARACIÓN TONO PÍGMENTO AMARILLO 918 LO V/S 918 LOM
Px-951;ECUACIÓN DE DISEÑO TALCA CON ÁRIDOS RIVANO
Px-952;ECUACIÓN DE DISEÑO TALCA CON ÁRIDOS CONSTITUCIÓN
Px-953;SHOTCRETE SECO DE MICHILLA: COMPARACIÓN DE ADITIVOS
Px-954;HCL CON MAQUINA DE ERWIN TONK.
Px-955;FLUIDIA 35 T2 RETARDO
Px-956;FREIRINA: UTILIZACION DE ARIDOS TRICAM
Px-957;MINERA ANDINA: ARIDOS COMINCO SALADILLO
Px-958;CONTRASTACIÓN HORMIGONES ALTA RESISTENCIA
Px-959;PROYECTO TITANIUM - RHEOLOGIA Y RESISTENCIAS TMAX 13 MM
Px-960;COMPARACIÓN ARIDOS LAFARGE-AMO V/S RM- ZONA NORTE
Px-961;HORMIGONES ALTA RESISTENCIA: CERTIFICACION IDIEM
Px-962;FREIRINA: UTILIZACION DE ARIDOS SANTA ROSA
Px-963;COMPARACION ARENA SEMI INDUSTRIAL VS ARENA INDUSTRIAL LAFARGE-AS                 
Px-964;PROYECTO TITANIUM CONTROL DE CONO HB600
Px-965;CASTRO: UTILIZACIÓN ARIDOS FIDEL NAVARRO
