codigo;nombre
Px-2550;R TEMPRANA HORNOR
Px-2551;MODULO DE ELASTICIDAD v/s RESISTENCIA
Px-2552;ADITIVOS MIXER VOLUMETRICO
Px-2553;CONTROL SHOTCRETE METRO L2
Px-2554;CONTINUA CHORRILLOS 3 LAMPA
Px-2555;NANOPARTICULAS DE COBRE EN EL HORMIGON
Px-2556;BY-PASS CASTRO
Px-2557;PEGAMIX ARENA BRUVAL TIL TIL - PTA. LOS ANDES
Px-2558;RESISTENCIA ULTRA TEMPRANAS (G35-01)
Px-2559;FLUIDO G 252023 BA
Px-256;HRC  RALCO
Px-2560;HCR BITUMIX
Px-2561;SHOTCRETE R.M.
Px-2562;CONTINUA CD MK II
Px-2563;EDIFICIO CEPAL - USO DE ESCORIA
Px-2564;COMPARACION CEMENTO ZONA NORTE
Px-2565;CENIZA BIOMASA ARAUCO
Px-2566;CONTINUA CD ROSEN
Px-2567;PRUEBA LABORATORIO LLAY LLAY
Px-2568;CONTINUA CD HITES
Px-2569;ABRASION DURENZA
Px-257;DIFERENTES CONTENIDO DE ARENA (T4) EN HORMIGONES CON ARIDOS SOMINCA
Px-2570;ARIDOS LA ESPERANZA
Px-2571;ESCORIA v/s RELAVE
Px-2572;MORTERO SALON VIP AEROPUERTO
Px-2573;SHOTCRETE TRANQUE EL TORITO
Px-2574;ESTUDIO DE HORMIGONES V REGION
Px-2575;COMPARACION ARENA PSB 
Px-2576;FREEZERMIX
Px-2577;CONTINUA C.D. AXIOLONG
Px-2578;COMPARACION ADITIVOS IMPERMEABILIZANTES
Px-2579;LICITACION BENCHMARKING DE ADITIVOS
Px-258;HORMIGON SAN ANTONIO HF5.0 A 90 DIAS
Px-2580;EQUIVALENCIA PIGMENTO LIQUIDO VIAMIX 400804010 RR1 D300
Px-2581;HORMIGON POROSO LOS LAGOS
Px-2582;GB250902012 RETRACCION UC
Px-2583;HOMOLOGACION PALMETAS METRO
Px-2584;ART CP 2502010 V320 PROYECTO GOETHE INSTITUT
Px-2585;CONTINUA MERCADO LIBRE
Px-2586;DT 14 HORAS - USO X-SEED
Px-2587;PROYECTO HORIZONTE
Px-2588;CARACTERIZACION INFOMIX INVIERNO - VERANO
Px-2589;SOLUCION AISLACION VIVIENDA - PLANTA VALDIVIA
Px-259;VERIFICACION FRAGUADO HORMIGONES PARA OBRA SUPERPOLLO – TERMINACION HELICOPTERO Y TIEMPO DE VIAJE 2 HORAS
Px-2590;TERMOMURO - CARACTERIZACION CONDUCTIVIDAD TERMICA
Px-2591;GB 30.0(90)20/14 METRO2
Px-2592;ESCORIA MAGOTTEAUX
Px-2593;PERFORMANCE  SOMAFE  V/S  TNK
Px-2594;PRUEBAS DE LABORATORIO CARBONCURE
Px-2595;ESTUDIO ADITIVO ZETOLAM
Px-2596;REVISION CEMENTO LA UNION ARI
Px-2597;CONTINUA OSORNO
Px-2598;METRO 2 Y METRO 4
Px-2599;HORMIGONES SIKAPLAST 321
Px-260;COMPARACION HORMIGONES CON  ARIDOS MEGARIDOS v/s ARIDOS KORSAL
Px-2600;FLUIDOS 18 LA SERENA
Px-2601;AUTOSELLADO VANDEX
Px-2602;ESCORIA DE COBRE ANGLOAMERICAN CHAGRES - V REGION
Px-2603;REVISION EXCAVABILIDAD RDC BOMBEABLE
Px-2604;HORMIGON LIVIANO SIN PERLAS
Px-2605;EVALUACION TONALIDAD DESERT TAN CC
Px-2606;COMPARACION FIBRA CAVE  V/S FIBRA SIKA
Px-2607;RECHAZO CMP
Px-2608;ARTEPOLIS
Px-2609;COMPARACIÓN DE ADITIVOS BASES CEMENTOS NO MELÓN
Px-261;HORMIGONES CON ACELERANTE – PARA ELEMENTOS PREFABRICADOS – ADITIVOS S-55 (MBT) Y SGM-ACELERADOR
Px-2610;PERFORMANCE CEMENTO P400 / BB ARI
Px-2611;DISEÑO PLAYA LAS MACHAS
Px-2612;COMPARATIVO ADITIVOS SUPERPLASTIFICANTES
Px-2613;PERFORMANCE CEMENTO EXTRA v/s POLPAICO 400 CERRO BLANCO
Px-2614;INCORPORACION DE DRY EN PRODUCTO RDC-3B
Px-2615;COMPARACION ADITIVO WR10 ZONA SUR VS WR10 PRODUCCION CAVE
Px-2616;REVISION PRODUCTO G45
Px-2617;HORMIGON FLUIDO USO CEMENTO ESPECIAL
Px-2618;PERFORMANCE CEMENTO MELON EXTRA VS COMODORO CPN
Px-2619;COMPARACION EXPANSOR INTRAPLAST VS DRY - ENSAYO DE PERMEABILIDAD
Px-2620;PERMEABILIDAD HORMIGON NOVAL - ENSAYO PERMEABILIDAD IDIEM
Px-2621;SENSIBILIDAD ADITIVO PARA CEMENTO CPN 
Px-2622;HORMIGONES CRISTALIZANTES
Px-2623;HORMIGONES PLASTICO
Px-2624;HORMIGONES  CLIENTE
Px-2625;Validacion de Fibras
Px-2626;PEGAMIXCERAMICO
Px-2627;COMPARATIVO DE HIPERPLASTIFICANTE EN POLVO
Px-2628;HORMIGONES FLUIDOS 
Px-2629;COMPARATIVOS ARIDOS ZONA SUR
Px-2630;INHIBIDOR DE CORROSION
Px-2631;COMPARATIVO ADITIVOS HIPERPLASTIFICANTE
Px-2632;SHOTCRETE CENTRO Y SUR
Px-2633;CODELCO PMCHS
Px-2634;HORMIGON CON BORRA
Px-2635;COMPARACIÓN ARIDOS LO AGUIRRE
Px-2636;INICIO Y TERMINO DE FRAGUADO
Px-2637;USO ARIDOS ESCORIA ECOAZA
Px-2638;PERFORMANCE ARIDOS LIMITADA VS LA MINA
Px-2639;COMPARACION CEMENTOS, USO CEMENTO MEXT LCA EXPERIMENTAL
Px-2640;ESTUDIO DE SENSORES
Px-2641;ESTUDIO G 100
Px-2642;HORMIGONES FLUIDIA
Px-2643;HORMIGON BAUMAX CONDICION F2
Px-2644;ESTUDIO DE HORMIGON DE COLOR
Px-2645;HORMIGONES CON ARIDOS RODADOS
Px-2646;COMPARATIVO ESPECIAL V-S POLPAICO
Px-2647;TENIENTE SALFA
Px-2648;CONTROL HORMIGONES RINOL
Px-2649;METRO BESALCO
Px-2650;HORMIGONES CHAÑARAL
Px-2651;ESTUDIO FACTOR R28-R90
Px-2652;EVALUACION PROYRCTO T°
Px-2653;DESALADORA TOCOPILLA
Px-2654;EMBAJADA EEUU
Px-2655;HORMIGONES COM CMPC
Px-2656;COMPARATICO NANOSILICA V/S NANOSILICE
Px-2657;HORMIGONES LAB INTERNO
Px-2658;CONTRASTACION DE PRENSA
Px-2659;HORMIGON RESISTENCIA TEMPRANA
Px-2660;HORMIGON CON ARIDO CANTO RODADO
Px-2661;COMPARACION DE AGUAS
Px-2662;LICITACION ADITIVOS 2024
Px-2663;RESISTENCIA A EDAD TEMPRANA
Px-2664;REVISION DE HP
Px-2665; COMPARATIVO HORMIGONES
Px-2666; COMPARATIVO DOSIS DE CEMENTO
Px-2667;LECHADA
Px-2668;HORMIGON CON POMACITA Y BENTONITA
Px-2669;CONTROLMIX
Px-2670;HORMIGONES ALTA RESISTENCIA
